transcript_id	gene_symbol
ENST00000437354	SDK1-AS1
ENST00000404826	SDK1
ENST00000389531	SDK1
ENST00000615806	SDK1
ENST00000439177	AC092427
ENST00000430569	AC092427
ENST00000427920	AC011284
ENST00000426596	SDK1
ENST00000478527	SDK1
ENST00000484011	SDK1
ENST00000476701	SDK1
ENST00000639380	AC017000
ENST00000481856	SDK1
ENST00000466611	SDK1
ENST00000467827	SDK1
ENST00000566950	CYP3A54P
ENST00000667321	AC072054
ENST00000328914	FOXK1
ENST00000658333	AC092428
ENST00000460979	FOXK1
ENST00000496023	FOXK1
ENST00000647984	AP5Z1
ENST00000649063	AP5Z1
ENST00000477680	AP5Z1
ENST00000650451	AP5Z1
ENST00000650310	AP5Z1
ENST00000648925	AP5Z1
ENST00000496303	AP5Z1
ENST00000491375	AP5Z1
ENST00000647628	AP5Z1
ENST00000649315	AP5Z1
ENST00000649419	AP5Z1
ENST00000648765	AP5Z1
ENST00000650581	AP5Z1
ENST00000477454	AP5Z1
ENST00000648360	AP5Z1
ENST00000649736	AP5Z1
ENST00000469614	AP5Z1
ENST00000579503	MIR4656
ENST00000490487	AP5Z1
ENST00000648237	AP5Z1
ENST00000656625	AC092610
ENST00000445392	RADIL
ENST00000399583	RADIL
ENST00000472999	RADIL
ENST00000473130	RADIL
ENST00000469399	RADIL
ENST00000384168	Y_RNA
ENST00000484211	RADIL
ENST00000404991	PAPOLB
ENST00000454916	RPL22P16
ENST00000457174	RADIL
ENST00000406755	MMD2
ENST00000404774	MMD2
ENST00000401401	MMD2
ENST00000612910	MMD2
ENST00000493407	RNF216P1
ENST00000406089	RNF216P1
ENST00000477090	RNF216P1
ENST00000404006	RNF216P1
ENST00000403969	RNF216P1
ENST00000494947	RNF216P1
ENST00000429902	RNF216P1
ENST00000406608	RNF216P1
ENST00000674911	AC092032
ENST00000405396	RNF216P1
ENST00000407184	RBAK-RBAKDN
ENST00000464479	RNF216P1
ENST00000466622	RNF216P1
ENST00000471244	RNF216P1
ENST00000404404	AC092032
ENST00000603090	AC092032
ENST00000338590	SPDYE19P
ENST00000353796	RBAK
ENST00000396912	RBAK
ENST00000396904	RBAK-RBAKDN
ENST00000476992	RBAK
ENST00000498308	RBAKDN
ENST00000641781	OR10AH1P
ENST00000641483	OR10AH1P
ENST00000608262	OR10AH1P
ENST00000530367	ZNF890P
ENST00000422060	ZNF890P
ENST00000365169	RNU6-215P
ENST00000401525	WIPI2
ENST00000288828	WIPI2
ENST00000404704	WIPI2
ENST00000466014	WIPI2
ENST00000485854	WIPI2
ENST00000382384	WIPI2
ENST00000496867	WIPI2
ENST00000475309	WIPI2
ENST00000484262	WIPI2
ENST00000465102	WIPI2
ENST00000480238	WIPI2
ENST00000488359	WIPI2
ENST00000471851	WIPI2
ENST00000479690	WIPI2
ENST00000434816	SLC29A4
ENST00000396872	SLC29A4
ENST00000444741	SLC29A4
ENST00000297195	SLC29A4
ENST00000406453	SLC29A4
ENST00000439491	SLC29A4
ENST00000399537	TNRC18
ENST00000430969	TNRC18
ENST00000328270	TNRC18
ENST00000464852	TNRC18
ENST00000455076	TNRC18
ENST00000497663	TNRC18
ENST00000440081	TNRC18
ENST00000413081	TNRC18
ENST00000434361	TNRC18
ENST00000399434	TNRC18
ENST00000342963	AC093620
ENST00000455866	AC092171
ENST00000609130	AC092171
ENST00000610122	AC092171
ENST00000608012	AC092171
ENST00000415009	FBXL18
ENST00000382368	FBXL18
ENST00000444210	AC092171
ENST00000453700	FBXL18
ENST00000620087	FBXL18
ENST00000458142	FBXL18
ENST00000385238	MIR589
ENST00000674681	ACTB
ENST00000642480	ACTB
ENST00000676397	ACTB
ENST00000473257	ACTB
ENST00000676189	ACTB
ENST00000676319	ACTB
ENST00000646664	ACTB
ENST00000464611	ACTB
ENST00000477812	ACTB
ENST00000675515	ACTB
ENST00000425660	ACTB
ENST00000462494	ACTB
ENST00000493945	ACTB
ENST00000432588	ACTB
ENST00000645576	ACTB
ENST00000647275	ACTB
ENST00000484841	ACTB
ENST00000645025	ACTB
ENST00000480301	ACTB
ENST00000443528	ACTB
ENST00000417101	ACTB
ENST00000414620	ACTB
ENST00000609813	AC006483
ENST00000487308	AC006483
ENST00000646584	ACTB
ENST00000382361	FSCN1
ENST00000444748	FSCN1
ENST00000447103	FSCN1
ENST00000405801	FSCN1
ENST00000473330	FSCN1
ENST00000389902	RNF216
ENST00000425013	RNF216
ENST00000389900	RNF216
ENST00000469375	RNF216
ENST00000484458	RNF216
ENST00000443837	RNF216-IT1
ENST00000635894	MIR6874
ENST00000479541	RNF216
ENST00000411812	RNF216
ENST00000416985	RNF216
ENST00000476345	RNF216
ENST00000421890	ZNF815P
ENST00000430530	ZNF815P
ENST00000434898	ZNF815P
ENST00000442665	ZNF815P
ENST00000422825	ZNF815P
ENST00000582856	RN7SL556P
ENST00000416608	OCM
ENST00000242104	OCM
ENST00000461592	CCZ1
ENST00000325974	CCZ1
ENST00000478672	CCZ1
ENST00000628813	CCZ1
ENST00000483394	CCZ1
ENST00000474507	CCZ1
ENST00000496860	CCZ1
ENST00000539903	RSPH10B
ENST00000337579	RSPH10B
ENST00000404406	RSPH10B
ENST00000405415	RSPH10B
ENST00000535104	RSPH10B
ENST00000541997	RSPH10B
ENST00000477641	RSPH10B
ENST00000539630	RSPH10B
ENST00000542644	RSPH10B
ENST00000455618	RSPH10B
ENST000002658492	PMS2
ENST00000441476	PMS2
ENST00000642292	PMS2
ENST00000642456	PMS2
ENST00000643595	PMS2
ENST00000644110	PMS2
ENST00000382321	PMS2
ENST00000406569	PMS2
ENST00000469652	PMS2
ENST00000380416	PMS2
ENST00000415839	PMS2
ENST00000365120	Y_RNA
ENST00000400479	AIMP2
ENST00000223029	AIMP2
ENST00000415999	AIMP2
ENST00000395236	AIMP2
ENST00000384488	SNORA80D
ENST000001993891	EIF2AK1
ENST00000422786	EIF2AK1
ENST00000490523	EIF2AK1
ENST00000409061	ANKRD61
ENST00000495565	EIF2AK1
ENST00000474029	EIF2AK1
ENST00000470168	EIF2AK1
ENST00000431744	EIF2AK1
ENST00000463213	EIF2AK1
ENST00000446699	EIF2AK1
ENST00000480512	RN7SL851P
ENST00000461493	EIF2AK1
ENST00000517120	RNU6-218P
ENST00000670544	AC004895
ENST00000436915	AC004895
ENST00000435547	AC004895
ENST00000428901	AC004895
ENST00000306177	USP42
ENST00000404008	USP42
ENST00000479544	USP42
ENST00000451154	USP42
ENST00000465073	USP42
ENST00000521713	USP42
ENST00000426246	USP42
ENST00000396741	CYTH3
ENST00000350796	CYTH3
ENST00000465320	CYTH3
ENST00000495176	CYTH3
ENST00000461891	CYTH3
ENST00000488964	CYTH3
ENST00000466543	CYTH3
ENST00000491641	CYTH3
ENST00000478541	CYTH3
ENST00000481329	CYTH3
ENST00000482460	CYTH3
ENST00000365403	Y_RNA
ENST00000313324	FAM220A
ENST00000524898	FAM220A
ENST00000530143	FAM220A
ENST00000533877	FAM220A
ENST00000578372	AC009412
ENST00000614820	RPSAP73
ENST00000348035	RAC1
ENST00000356142	RAC1
ENST00000488373	RAC1
ENST00000497741	RAC1
ENST00000473564	RAC1
ENST00000495499	RAC1
ENST00000462934	DAGLB
ENST000002970561	DAGLB
ENST00000482149	DAGLB
ENST00000425398	DAGLB
ENST00000436575	DAGLB
ENST00000497308	DAGLB
ENST00000454738	DAGLB
ENST00000432248	DAGLB
ENST00000479922	DAGLB
ENST00000483716	DAGLB
ENST00000463747	KDELR2
ENST00000258739	KDELR2
ENST00000454368	KDELR2
ENST00000490996	KDELR2
ENST00000382267	KDELR2
ENST00000462052	KDELR2
ENST00000496556	AC072052
ENST00000452113	GRID2IP
ENST00000435185	GRID2IP
ENST00000457091	GRID2IP
ENST00000405731	ZDHHC4
ENST00000396707	ZDHHC4
ENST00000396713	ZDHHC4
ENST000003359651	ZDHHC4
ENST00000493944	ZDHHC4
ENST00000489138	ZDHHC4
ENST00000474097	ZDHHC4
ENST00000396709	ZDHHC4
ENST00000483589	ZDHHC4
ENST00000496017	ZDHHC4
ENST00000396706	ZDHHC4
ENST00000434951	AC079742
ENST00000474738	ZDHHC4
ENST000003444170	C7orf26
ENST00000359073	C7orf26
ENST00000472693	C7orf26
ENST00000477298	C7orf26
ENST00000445375	C7orf26
ENST00000440409	C7orf26
ENST00000457543	ZNF853
ENST00000382252	ZNF316
ENST00000614588	ZNF316
ENST00000427912	ZNF316
ENST00000413182	AC073343
ENST00000430844	AC073343
ENST00000366167	AC073343
ENST00000666662	AC073343
ENST00000328239	AC073343
ENST00000404360	ZNF12
ENST00000405858	ZNF12
ENST00000342651	ZNF12
ENST00000394917	ZNF12
ENST00000491565	ZNF12
ENST00000486256	PMS2CL
ENST00000616891	SPDYE20P
ENST00000348899	PMS2CL
ENST00000403974	PMS2CL
ENST00000431453	PMS2CL
ENST00000403107	RSPH10B2
ENST00000404077	RSPH10B2
ENST00000435395	RSPH10B2
ENST00000418406	RSPH10B2
ENST00000485129	RSPH10B2
ENST00000297186	RSPH10B2
ENST00000489190	RSPH10B2
ENST00000463354	RSPH10B2
ENST00000497737	RSPH10B2
ENST00000485920	RSPH10B2
ENST00000493745	RSPH10B2
ENST00000429267	CCZ1B
ENST00000597208	CCZ1B
ENST00000481830	CCZ1B
ENST00000472464	CCZ1B
ENST000003167313	CCZ1B
ENST00000467004	CCZ1B
ENST00000626257	CCZ1B
ENST00000468078	CCZ1B
ENST00000462378	CCZ1B
ENST00000485620	CCZ1B
ENST00000411858	CCZ1B
ENST00000490178	CCZ1B
ENST00000496187	CCZ1B
ENST00000464543	CCZ1B
ENST00000486840	CCZ1B
ENST00000609433	OR7E39P
ENST00000285383	UNC93B2
ENST00000496207	OR7E136P
ENST00000508367	OR7E59P
ENST00000490376	AC079804
ENST00000482043	ALG1L5P
ENST00000461922	AC079804
ENST00000478302	FAM86LP
ENST00000671358	AC079804
ENST00000580847	MIR3683
ENST00000497346	AC092104
ENST00000364348	Y_RNA
ENST00000429911	C1GALT1
ENST00000467154	AC005532
ENST00000436587	C1GALT1
ENST00000467716	C1GALT1
ENST00000476068	C1GALT1
ENST00000223122	C1GALT1
ENST00000402468	C1GALT1
ENST00000430266	AC005532
ENST00000659742	AC005532
ENST00000657192	AC005532
ENST00000436578	AC005532
ENST00000655022	AC005532
ENST00000447039	AC005532
ENST00000449377	AC079448
ENST00000430711	COL28A1
ENST00000453441	COL28A1
ENST00000399429	COL28A1
ENST00000465339	COL28A1
ENST00000444268	COL28A1
ENST00000435823	COL28A1
ENST00000608770	AC004982
ENST00000609497	AC004982
ENST00000609307	AC004982
ENST00000608807	AC004982
ENST00000405785	MIOS
ENST00000340080	MIOS
ENST00000433635	MIOS
ENST00000456533	MIOS
ENST00000433056	MIOS
ENST00000445169	MIOS
ENST00000461907	MIOS
ENST00000493227	MIOS
ENST00000479694	MIOS
ENST00000609858	AC004948
ENST00000223129	RPA3
ENST00000406109	RPA3
ENST00000396682	RPA3
ENST00000401447	RPA3
ENST00000483031	RPA3
ENST00000462723	RPA3
ENST00000463632	RPA3
ENST00000493246	UMAD1
ENST00000463725	UMAD1
ENST00000469183	AC007161
ENST00000638342	UMAD1
ENST00000636849	UMAD1
ENST00000471760	UMAD1
ENST00000639110	UMAD1
ENST00000639343	UMAD1
ENST00000482067	UMAD1
ENST00000604734	AC007161
ENST00000418534	AC007161
ENST00000628552	AC007161
ENST00000599208	AC007161
ENST00000423039	AC007161
ENST00000406829	UMAD1
ENST00000364877	RNU6-534P
ENST00000399411	CCNB2P1
ENST00000451066	AC006042
ENST00000428660	GLCCI1-DT
ENST000002231450	GLCCI1
ENST00000414914	GLCCI1
ENST00000430798	GLCCI1
ENST00000492797	GLCCI1
ENST00000460897	GLCCI1
ENST00000470583	GLCCI1
ENST00000474269	GLCCI1
ENST00000454684	AC006042
ENST00000489405	GLCCI1
ENST00000438949	GLCCI1
ENST00000496617	GLCCI1
ENST00000482540	GLCCI1
ENST00000491947	GLCCI1
ENST00000402384	ICA1
ENST00000406470	ICA1
ENST00000650486	ICA1
ENST000002655771	ICA1
ENST00000396675	ICA1
ENST00000455539	ICA1
ENST000003398090	ICA1
ENST00000401396	ICA1
ENST00000422063	ICA1
ENST00000449931	AC006042
ENST00000486677	ICA1
ENST00000470696	ICA1
ENST00000407906	ICA1
ENST00000317367	ICA1
ENST00000490041	ICA1
ENST00000447326	ICA1
ENST00000476942	ICA1
ENST00000430867	ICA1
ENST00000457755	ICA1
ENST00000446305	ICA1
ENST00000458624	AC007009
ENST00000424460	AC007128
ENST00000435967	AC007128
ENST00000606016	AC007128
ENST00000405863	NXPH1
ENST00000438764	NXPH1
ENST00000429542	NXPH1
ENST00000497400	NXPH1
ENST00000602349	NXPH1
ENST00000420684	AC009500
ENST00000614289	AC004852
ENST00000605206	AC004852
ENST00000613936	AC004852
ENST00000612945	AC004852
ENST00000614137	AC004852
ENST00000614131	AC004852
ENST00000434621	GAPDHP68
ENST00000657272	AC060834
ENST00000605169	PER3P1
ENST00000668655	AC060834
ENST00000443027	AC060834
ENST00000447999	AC060834
ENST00000603806	AC006363
ENST00000663710	AC010991
ENST00000451755	AC010991
ENST00000671028	AC010991
ENST00000654800	AC004936
ENST00000656131	AC004879
ENST00000391120	U3
ENST00000634803	MGC4859
ENST00000419827	HSPA8P8
ENST00000453188	AC009945
ENST00000422697	AC004415
ENST00000364904	Y_RNA
ENST00000339600	NDUFA4
ENST00000482299	NDUFA4
ENST00000470761	NDUFA4
ENST00000486007	NDUFA4
ENST00000463308	NDUFA4
ENST00000492822	NDUFA4
ENST00000604183	AC007029
ENST00000642461	PHF14
ENST00000521747	PHF14
ENST00000403050	PHF14
ENST00000634607	PHF14
ENST00000476009	PHF14
ENST00000423760	PHF14
ENST00000490957	PHF14
ENST00000439311	RPL23AP52
ENST00000476774	PHF14
ENST00000497851	PHF14
ENST00000481418	PHF14
ENST00000470665	PHF14
ENST00000498784	PHF14
ENST00000489305	PHF14
ENST00000493922	PHF14
ENST00000469407	PHF14
ENST00000473050	PHF14
ENST00000625468	AC004160
ENST00000599917	AC004160
ENST00000611449	AC004160
ENST00000443459	AC004160
ENST00000428967	AC004160
ENST00000627878	AC004160
ENST00000627042	AC004160
ENST00000441110	AC004160
ENST00000428533	AC004160
ENST00000599875	AC004160
ENST00000445839	AC004160
ENST00000421121	AC004160
ENST00000417106	NPM1P11
ENST00000423059	THSD7A
ENST00000617773	THSD7A
ENST00000408005	THSD7A
ENST00000616268	AC004160
ENST00000595972	AC004160
ENST00000425837	AC004160
ENST00000497575	THSD7A
ENST00000480061	THSD7A
ENST00000445066	THRAP3P3
ENST00000420833	TMEM106B
ENST00000396668	TMEM106B
ENST00000444443	TMEM106B
ENST00000396667	TMEM106B
ENST00000453686	TMEM106B
ENST00000442107	TMEM106B
ENST00000492762	TMEM106B
ENST00000462754	TMEM106B
ENST00000275358	VWDE
ENST00000485526	VWDE
ENST00000452576	VWDE
ENST00000521169	VWDE
ENST00000614403	VWDE
ENST00000649524	VWDE
ENST00000644150	VWDE
ENST00000326715	VWDE
ENST00000619978	AC013470
ENST00000641054	AC013470
ENST00000420252	SSBL5P
ENST00000635746	AC013470
ENST00000421146	TAS2R2P
ENST00000418428	AC013470
ENST00000443874	AC013470
ENST00000424453	AC013470
ENST00000636804	AC013470
ENST00000453438	AC013470
ENST00000433040	AC005281
ENST00000341757	SCIN
ENST00000417018	SCIN
ENST000002970290	SCIN
ENST00000436854	SCIN
ENST00000523729	SCIN
ENST00000518849	SCIN
ENST00000519209	SCIN
ENST00000486980	SCIN
ENST00000473722	SCIN
ENST00000476649	SCIN
ENST00000437088	AC011891
ENST00000604949	AC011891
ENST00000396662	ARL4A
ENST00000356797	ARL4A
ENST00000396664	ARL4A
ENST00000439721	ARL4A
ENST00000396663	ARL4A
ENST00000651779	ARL4A
ENST00000404894	ARL4A
ENST00000362600	AC011891
ENST00000639998	AC011287
ENST00000638964	AC011287
ENST00000411042	RN7SKP228
ENST00000441256	RBMX2P4
ENST00000443947	AC011287
ENST00000658555	AC011287
ENST00000640300	AC011287
ENST00000669103	AC011287
ENST00000411542	AC011287
ENST00000656893	AC011287
ENST00000657198	AC011287
ENST00000456809	AC011287
ENST00000663907	AC011287
ENST00000638774	AC011287
ENST00000434321	AC005019
ENST00000654062	AC005019
ENST00000436455	AC005019
ENST00000430479	ETV1
ENST00000399357	ETV1
ENST00000420159	ETV1
ENST00000242066	ETV1
ENST00000405192	ETV1
ENST00000405358	ETV1
ENST00000403527	ETV1
ENST00000405218	ETV1
ENST00000443137	ETV1
ENST00000403685	ETV1
ENST00000493831	ETV1
ENST00000472931	ETV1
ENST00000438956	ETV1
ENST00000476720	ETV1
ENST00000443608	ETV1
ENST00000497115	ETV1
ENST00000476355	ETV1
ENST00000421381	ETV1
ENST00000431887	ETV1
ENST00000460438	ETV1
ENST00000483075	ETV1
ENST00000433547	ETV1
ENST00000485475	ETV1
ENST00000516565	Y_RNA
ENST00000418672	RPL6P21
ENST00000399322	DGKB
ENST00000402815	DGKB
ENST00000403951	DGKB
ENST00000407950	DGKB
ENST00000493142	DGKB
ENST00000406247	DGKB
ENST00000458319	EEF1A1P26
ENST00000403963	DGKB
ENST00000471732	DGKB
ENST00000477401	DGKB
ENST00000464065	DGKB
ENST00000467449	DGKB
ENST00000437998	DGKB
ENST00000463981	DGKB
ENST00000412014	AC006150
ENST00000442645	GTF3AP5
ENST00000445093	AC006458
ENST00000342526	AGMO
ENST00000407277	AGMO
ENST00000418075	AGMO
ENST00000498264	AGMO
ENST00000262041	MEOX2
ENST00000451240	AC005550
ENST00000442176	LINC02587
ENST00000663069	LINC02587
ENST00000438923	AC005550
ENST00000476382	RPL36AP26
ENST00000659664	AC006041
ENST00000425322	AC006041
ENST00000407010	CRPPA
ENST00000399310	CRPPA
ENST00000676325	CRPPA
ENST00000675257	CRPPA
ENST00000415878	RPL36AP29
ENST00000663812	CRPPA-AS1
ENST00000438573	CRPPA-AS1
ENST00000655000	CRPPA-AS1
ENST00000582683	CRPPA-AS1
ENST00000579293	CRPPA-AS1
ENST00000457112	CRPPA-AS1
ENST00000674759	CRPPA
ENST00000436328	CRPPA-AS1
ENST00000479493	CRPPA
ENST00000307068	SOSTDC1
ENST00000396652	SOSTDC1
ENST00000605985	AC005014
ENST00000401542	LRRC72
ENST00000382124	LRRC72
ENST00000482711	LRRC72
ENST00000432006	AC005014
ENST00000607795	AC005014
ENST00000306999	ANKMY2
ENST00000447802	ANKMY2
ENST00000628652	ANKMY2
ENST00000663260	AC005014
ENST00000453623	ANKMY2
ENST00000421746	ANKMY2
ENST00000627859	ANKMY2
ENST00000415365	BZW2
ENST00000433922	BZW2
ENST00000630952	BZW2
ENST00000432311	BZW2
ENST00000437745	BZW2
ENST00000436868	BZW2
ENST00000258761	BZW2
ENST00000405202	BZW2
ENST00000480517	BZW2
ENST00000446596	BZW2
ENST00000452975	BZW2
ENST00000438834	BZW2
ENST00000430000	BZW2
ENST00000407633	BZW2
ENST00000418907	AC073333
ENST00000262067	TSPAN13
ENST00000466195	TSPAN13
ENST00000419304	AGR2
ENST00000450569	AGR2
ENST00000401412	AGR2
ENST00000412973	AGR2
ENST00000489523	AGR2
ENST00000468419	AGR2
ENST00000486219	AGR2
ENST00000603589	AC073333
ENST00000310398	AGR3
ENST00000402239	AGR3
ENST00000414935	AGR3
ENST00000418130	RAD17P1
ENST00000486448	AGR3
ENST00000413158	AC098592
ENST00000645559	AHR
ENST00000419352	AC098592
ENST00000643090	AC073332
ENST00000428816	BRWD1P3
ENST00000642825	AHR
ENST00000646331	AC073332
ENST00000659951	AC073332
ENST00000622007	Metazoa_SRP
ENST00000659284	AC073332
ENST00000436175	AC073332
ENST00000419382	AC073332
ENST00000443664	AC073332
ENST00000671621	AC073332
ENST00000670927	AC073332
ENST00000666752	AC073332
ENST00000433005	AC073332
ENST00000424101	AC073332
ENST00000448664	AC073332
ENST00000452249	AC073332
ENST00000415246	AC073332
ENST00000654641	AC073332
ENST00000665788	AC073332
ENST00000242057	AHR
ENST00000463496	AHR
ENST00000637807	AC019117
ENST00000475440	AHR
ENST00000481944	AHR
ENST00000492120	AHR
ENST00000362603	SNORA63
ENST00000419463	AC019117
ENST00000635900	AC019117
ENST00000636929	AC019117
ENST00000636703	AC019117
ENST00000439046	AC019117
ENST00000658415	AC019117
ENST00000664658	AC019117
ENST00000454003	AC019117
ENST00000658953	AC019117
ENST00000659688	AC019117
ENST00000655831	AC019117
ENST00000657616	AC019117
ENST00000659904	AC019117
ENST00000668924	AC019117
ENST00000656566	AC019117
ENST00000662264	AC019117
ENST00000665552	AC019117
ENST00000663308	AC019117
ENST00000652982	AC019117
ENST00000654345	AC019117
ENST00000670938	AC019117
ENST00000660262	AC019117
ENST00000451792	AC019117
ENST00000448898	AC006482
ENST00000428135	SNX13
ENST00000611725	SNX13
ENST00000409076	SNX13
ENST00000496855	SNX13
ENST00000444712	SNX13
ENST00000482558	SNX13
ENST00000409604	SNX13
ENST00000492626	SNX13
ENST00000474067	SNX13
ENST00000475800	SNX13
ENST00000498463	SNX13
ENST00000494402	SNX13
ENST00000471744	SNX13
ENST00000625121	AC080080
ENST00000454810	RNMTL1P2
ENST00000624307	AC080080
ENST00000506618	PRPS1L1
ENST00000417496	HDAC9
ENST00000455069	HDAC9
ENST00000408466	MIR1302-6
ENST00000425071	HDAC9
ENST00000433709	HDAC9
ENST00000411993	HDAC9
ENST00000413509	HDAC9
ENST00000461159	HDAC9
ENST00000474742	HDAC9
ENST00000411797	AC010082
ENST00000413380	HDAC9
ENST00000430454	HDAC9
ENST00000476135	HDAC9
ENST00000622668	HDAC9
ENST00000405010	HDAC9
ENST00000406451	HDAC9
ENST00000441542	HDAC9
ENST00000428307	HDAC9
ENST00000461409	HDAC9
ENST00000406072	HDAC9
ENST00000446646	HDAC9
ENST00000401921	HDAC9
ENST00000523867	HDAC9
ENST00000432645	HDAC9
ENST00000441986	HDAC9
ENST00000471887	HDAC9
ENST00000456174	HDAC9
ENST00000524023	HDAC9
ENST00000490851	HDAC9
ENST00000410232	RN7SKP266
ENST00000483142	HDAC9
ENST00000496026	HDAC9
ENST00000447057	HDAC9-AS1
ENST00000452663	NPM1P13
ENST00000443687	TWIST1
ENST00000419944	AC003986
ENST00000354571	TWIST1
ENST00000242261	TWIST1
ENST00000417460	AC003986
ENST00000452700	AC003986
ENST00000275461	FERD3L
ENST00000659464	AC007091
ENST00000412563	AC007091
ENST00000222567	POLR1F
ENST00000462263	POLR1F
ENST00000580367	MIR3146
ENST00000405844	TMEM196
ENST00000405764	TMEM196
ENST00000422233	TMEM196
ENST00000433641	TMEM196
ENST00000493519	TMEM196
ENST00000418764	AC004543
ENST00000457921	AC005062
ENST00000449573	AC005062
ENST00000435968	AC005062
ENST00000415499	AC005062
ENST00000437191	AC005062
ENST00000656115	AC005062
ENST00000424516	AC005062
ENST00000396599	RPL21P75
ENST00000418442	AC005062
ENST00000590912	AC007001
ENST00000428100	AC005062
ENST000004003310	MACC1
ENST00000332878	MACC1
ENST00000589011	MACC1
ENST00000439285	MACC1-AS1
ENST00000471019	MACC1
ENST00000483317	MACC1
ENST00000439058	AC005083
ENST00000430859	AC005083
ENST00000439446	AC005083
ENST00000664310	AC099342
ENST00000446399	AC099342
ENST00000669632	AC099342
ENST00000668568	AC099342
ENST00000669469	AC099342
ENST00000453564	AC099342
ENST00000668992	AC099342
ENST00000455373	AC099342
ENST00000605357	AC004130
ENST00000603156	AC004130
ENST00000537992	ITGB8
ENST00000222573	ITGB8
ENST00000478974	ITGB8
ENST00000460204	ITGB8
ENST00000477859	ITGB8
ENST00000363883	AC004130
ENST00000429983	EEF1A1P27
ENST00000447806	AC002486
ENST00000404938	ABCB5
ENST00000435098	AC002486
ENST00000477094	ABCB5
ENST00000443026	ABCB5
ENST00000406935	ABCB5
ENST000002587380	ABCB5
ENST00000441315	ABCB5
ENST00000418710	SP8
ENST00000617581	SP8
ENST00000361443	SP8
ENST00000405810	RPL23P8
ENST00000661032	LINC01162
ENST00000447262	LINC01162
ENST00000443431	RPS26P30
ENST00000649509	AC080068
ENST00000467147	RN7SL542P
ENST00000441309	ASS1P11
ENST00000353977	RNU1-15P
ENST00000440420	AC005094
ENST00000432066	SP4
ENST00000448246	SP4
ENST00000222584	SP4
ENST00000440636	SP4
ENST00000649633	SP4
ENST00000408856	MIR1183
ENST00000409508	DNAH11
ENST00000620169	DNAH11
ENST000003288430	DNAH11
ENST00000607050	DNAH11
ENST00000483691	DNAH11
ENST00000496218	DNAH11
ENST00000465593	DNAH11
ENST00000465129	DNAH11
ENST00000605912	DNAH11
ENST00000607413	DNAH11
ENST00000421290	DNAH11
ENST00000479878	DNAH11
ENST00000406877	CDCA7L
ENST00000356195	CDCA7L
ENST00000488845	CDCA7L
ENST00000373934	CDCA7L
ENST00000435717	CDCA7L
ENST00000489669	CDCA7L
ENST00000465490	CDCA7L
ENST00000457951	CDCA7L
ENST00000447180	CDCA7L
ENST00000435031	CDCA7L
ENST00000665637	RAPGEF5
ENST00000401957	RAPGEF5
ENST000003440410	RAPGEF5
ENST00000620335	RAPGEF5
ENST00000488366	RAPGEF5
ENST00000468825	RAPGEF5
ENST00000458533	RAPGEF5
ENST00000451559	RAPGEF5
ENST00000420196	RAPGEF5
ENST00000475788	RAPGEF5
ENST00000405243	RAPGEF5
ENST00000516184	RNA5SP227
ENST00000471484	RAPGEF5
ENST00000497668	RAPGEF5
ENST00000406890	STEAP1B
ENST00000678116	STEAP1B
ENST00000404369	STEAP1B
ENST00000483679	STEAP1B
ENST00000424363	STEAP1B
ENST00000439708	STEAP1B
ENST00000434005	EEF1A1P6
ENST00000435127	AC002480
ENST00000442252	STEAP1B
ENST00000650428	STEAP1B
ENST00000658234	AC002480
ENST00000439823	AC002480
ENST00000649402	STEAP1B
ENST00000414116	STEAP1B
ENST00000325042	IL6-AS1
ENST00000404625	IL6
ENST00000426291	IL6
ENST00000401651	IL6
ENST00000485300	IL6
ENST000002587430	IL6
ENST00000407492	IL6
ENST00000401630	IL6
ENST00000406575	IL6
ENST00000464710	IL6
ENST00000444653	MTCYBP42
ENST00000447425	AC073072
ENST00000463284	TOMM7
ENST00000483581	TOMM7
ENST00000405021	TOMM7
ENST00000372879	TOMM7
ENST00000358435	TOMM7
ENST00000621567	TOMM7
ENST00000496129	TOMM7
ENST00000669358	AC005682
ENST00000415611	SNHG26
ENST00000667557	SNHG26
ENST00000422542	SNHG26
ENST00000656301	SNHG26
ENST00000661147	SNHG26
ENST00000662021	SNHG26
ENST00000656687	SNHG26
ENST00000657608	SNHG26
ENST00000663057	SNHG26
ENST00000658124	SNHG26
ENST00000661582	SNHG26
ENST00000671680	SNHG26
ENST00000432668	SNHG26
ENST00000408813	SNORD93
ENST00000452069	AC005682
ENST00000413498	RPL12P10
ENST00000421730	FAM126A
ENST00000432176	FAM126A
ENST00000440481	FAM126A
ENST00000409923	FAM126A
ENST00000498833	FAM126A
ENST00000477349	FAM126A
ENST00000409763	FAM126A
ENST00000467005	FAM126A
ENST00000465661	FAM126A
ENST00000662806	KLHL7-DT
ENST00000419813	KLHL7-DT
ENST00000479288	KLHL7
ENST00000521082	KLHL7
ENST00000322275	KLHL7
ENST000003390770	KLHL7
ENST00000459661	KLHL7
ENST00000491352	KLHL7
ENST00000409689	KLHL7
ENST00000410047	KLHL7
ENST00000479700	KLHL7
ENST00000477076	KLHL7
ENST00000431883	AK3P3
ENST00000414163	KLHL7
ENST00000469576	KLHL7
ENST00000469845	KLHL7
ENST00000485250	NUP42
ENST00000438012	NUP42
ENST00000497500	NUP42
ENST00000410002	NUP42
ENST000002587420	NUP42
ENST00000487595	NUP42
ENST00000413919	NUP42
