#name	geneName
ENST00000477182.5	LSM2
ENST00000475835.2	LSM2
ENST00000375654.5	HSPA1L
ENST00000375651.7	HSPA1A
ENST00000608703.1	HSPA1A
ENST00000375650.5	HSPA1B
ENST00000649802.1	AL671762.1
ENST00000375640.7	SNHG32
ENST00000375641.6	SNHG32
ENST00000375635.6	SNHG32
ENST00000375638.7	SNHG32
ENST00000648677.1	SNHG32
ENST00000375642.6	SNHG32
ENST00000614363.4	SNHG32
ENST00000395789.5	SNHG32
ENST00000364953.1	SNORD48
ENST00000375633.5	SNHG32
ENST00000395788.3	SNHG32
ENST00000364884.1	SNORD52
ENST00000495807.1	NEU1
ENST00000375631.5	NEU1
ENST00000480384.1	NEU1
ENST00000491768.5	NEU1
ENST00000678869.1	NEU1
ENST00000677054.1	NEU1
ENST00000677512.1	NEU1
ENST00000229729.11	SLC44A4
ENST00000544672.5	SLC44A4
ENST00000375562.8	SLC44A4
ENST00000487680.1	SLC44A4
ENST00000414427.1	SLC44A4
ENST00000479777.1	SLC44A4
ENST00000475563.1	SLC44A4
ENST00000465707.5	SLC44A4
ENST00000462671.1	SLC44A4
ENST00000642849.1	EHMT2-AS1
ENST00000478491.5	EHMT2
ENST00000461880.5	EHMT2
ENST00000494816.5	EHMT2
ENST00000480912.5	EHMT2
ENST00000395728.7	EHMT2
ENST00000375528.8	EHMT2
ENST00000375530.8	EHMT2
ENST00000375537.8	EHMT2
ENST00000434689.2	EHMT2-AS1
ENST00000436026.1	EHMT2
ENST00000477678.1	EHMT2
ENST00000463484.1	EHMT2
ENST00000465429.1	EHMT2
ENST00000469372.5	C2
ENST00000497706.5	C2
ENST00000375527.3	ZBTB12
ENST00000452323.6	C2
ENST00000452202.5	C2
ENST00000411571.6	C2
ENST00000413154.5	C2
ENST00000484636.1	C2
ENST00000442278.6	C2
ENST00000447952.6	C2
ENST00000456570.5	AL645922.1
ENST00000418949.6	C2
ENST00000299367.10	C2
ENST00000477310.1	AL645922.1
ENST00000482060.5	C2
ENST00000383177.7	C2
ENST00000494905.1	C2
ENST00000485690.5	C2
ENST00000630806.1	C2-AS1
ENST00000486124.5	C2
ENST00000468407.1	C2
ENST00000475617.5	CFB
ENST00000472581.1	CFB
ENST00000425368.7	CFB
ENST00000460718.5	CFB
ENST00000452035.6	CFB
ENST00000461483.5	CFB
ENST00000497841.5	CFB
ENST00000465750.5	CFB
ENST00000482886.1	CFB
ENST00000483004.1	CFB
ENST00000467150.1	CFB
ENST00000467360.1	CFB
ENST00000482312.1	CFB
ENST00000498317.1	CFB
ENST00000375429.8	NELFE
ENST00000492185.5	NELFE
ENST00000488426.5	NELFE
ENST00000481121.5	NELFE
ENST00000375425.9	NELFE
ENST00000444811.6	NELFE
ENST00000441998.5	NELFE
ENST00000454913.5	NELFE
ENST00000436289.6	NELFE
ENST00000492539.5	NELFE
ENST00000426722.5	NELFE
ENST00000491139.5	NELFE
ENST00000494956.1	NELFE
ENST00000408340.1	MIR1236
ENST00000625905.1	NELFE
ENST00000488648.5	SKIV2L
ENST00000465703.5	SKIV2L
ENST00000461073.5	SKIV2L
ENST00000474839.5	SKIV2L
ENST00000375394.7	SKIV2L
ENST00000492900.1	SKIV2L
ENST00000628157.1	SKIV2L
ENST00000466290.1	SKIV2L
ENST00000461915.5	SKIV2L
ENST00000494058.5	SKIV2L
ENST00000484835.1	SKIV2L
ENST00000483553.5	SKIV2L
ENST00000471818.1	SKIV2L
ENST00000485349.5	SKIV2L
ENST00000491994.1	SKIV2L
ENST00000470453.1	SKIV2L
ENST00000491327.5	DXO
ENST00000485557.5	DXO
ENST00000477826.5	DXO
ENST00000375349.7	DXO
ENST00000495340.5	DXO
ENST00000473976.1	DXO
ENST00000337523.10	DXO
ENST00000478221.5	DXO
ENST00000375356.7	DXO
ENST00000498357.1	DXO
ENST00000480240.5	DXO
ENST00000474587.1	DXO
ENST00000492946.1	DXO
ENST00000487914.1	DXO
ENST00000460058.1	DXO
ENST00000466132.5	STK19
ENST00000460018.1	STK19
ENST00000479644.1	STK19
ENST00000375331.6	STK19
ENST00000492583.5	STK19
ENST00000375333.2	STK19
ENST00000473983.5	STK19
ENST00000478486.5	STK19
ENST00000463823.5	STK19
ENST00000483801.5	STK19
ENST00000519179.5	STK19
ENST00000466336.5	STK19
ENST00000471028.1	STK19
ENST00000491861.5	STK19
ENST00000484540.5	STK19
ENST00000469907.1	STK19
ENST00000490822.1	STK19
ENST00000428956.7	C4A
ENST00000498271.1	C4A
ENST00000467749.1	C4A
ENST00000467948.1	C4A
ENST00000460841.1	C4A
ENST00000483974.5	C4A
ENST00000496659.1	C4A
ENST00000480795.1	C4A
ENST00000470365.5	C4A
ENST00000460060.5	C4A
ENST00000471624.1	C4A
ENST00000463034.5	C4A
ENST00000491876.5	C4A
ENST00000458633.1	C4A-AS1
ENST00000469975.5	C4A
ENST00000465724.1	C4A
ENST00000477424.2	C4A
ENST00000490663.1	C4A
ENST00000342991.10	CYP21A1P
ENST00000354927.4	CYP21A1P
ENST00000507684.1	TNXA
ENST00000512515.1	STK19B
ENST00000435363.7	C4B
ENST00000425700.3	C4B
ENST00000490071.1	C4B
ENST00000485543.1	C4B
ENST00000647698.1	C4B
ENST00000648821.1	C4B
ENST00000461632.1	C4B
ENST00000478438.5	C4B
ENST00000474912.1	C4B
ENST00000649658.1	C4B
ENST00000486992.5	C4B
ENST00000485263.5	C4B
ENST00000478388.1	C4B
ENST00000468936.5	C4B
ENST00000463249.5	C4B
ENST00000415626.1	C4B-AS1
ENST00000468237.5	C4B
ENST00000496065.1	C4B
ENST00000473957.2	C4B
ENST00000496560.1	C4B
ENST00000466779.5	CYP21A2
ENST00000486063.5	CYP21A2
ENST00000479074.5	CYP21A2
ENST00000479730.5	CYP21A2
ENST00000480027.1	CYP21A2
ENST00000483041.5	CYP21A2
ENST00000478281.5	CYP21A2
ENST00000488465.1	CYP21A2
ENST00000471671.4	CYP21A2
ENST00000435122.3	CYP21A2
ENST00000644719.2	CYP21A2
ENST00000469053.5	CYP21A2
ENST00000464325.5	CYP21A2
ENST00000466879.5	CYP21A2
ENST00000462278.1	CYP21A2
ENST00000644971.2	TNXB
ENST00000647633.1	TNXB
ENST00000375244.7	TNXB
ENST00000451343.4	TNXB
ENST00000490077.5	TNXB
ENST00000611016.2	TNXB
ENST00000498094.1	TNXB
ENST00000613214.4	TNXB
ENST00000516703.1	RNA5SP206
ENST00000479795.1	TNXB
ENST00000486148.1	TNXB
ENST00000442721.1	TNXB
ENST00000494022.1	AL662884.2
ENST00000656765.1	AL662884.5
ENST00000375203.8	ATF6B
ENST00000375201.8	ATF6B
ENST00000453203.2	ATF6B
ENST00000475705.1	ATF6B
ENST00000492342.1	ATF6B
ENST00000495579.5	ATF6B
ENST00000485314.5	ATF6B
ENST00000468502.1	ATF6B
ENST00000375156.4	FKBPL
ENST00000467780.5	PRRT1
ENST00000495191.5	PRRT1
ENST00000472641.1	PRRT1
ENST00000375150.6	PRRT1
ENST00000211413.10	PRRT1
ENST00000428778.5	AL662884.4
ENST00000486917.1	AL662884.4
ENST00000497552.5	AL662884.3
ENST00000485392.5	AL662884.3
ENST00000498575.1	AL662884.3
ENST00000494332.5	AL662884.3
ENST00000475826.1	AL662884.3
ENST00000414204.5	PPT2
ENST00000361568.6	PPT2
ENST00000478521.5	PPT2
ENST00000395523.5	PPT2
ENST00000428388.6	PPT2-EGFL8
ENST00000585246.5	PPT2-EGFL8
ENST00000375137.6	PPT2
ENST00000375143.6	PPT2
ENST00000324816.11	PPT2
ENST00000424499.1	PPT2
ENST00000493548.5	PPT2
ENST00000422437.5	PPT2-EGFL8
ENST00000436118.2	PPT2
ENST00000453656.6	PPT2-EGFL8
ENST00000583227.5	PPT2-EGFL8
ENST00000465047.1	PPT2
ENST00000479001.2	PPT2-EGFL8
ENST00000495908.1	PPT2
ENST00000421600.2	PPT2-EGFL8
ENST00000333845.11	EGFL8
ENST00000395512.5	EGFL8
ENST00000432129.1	EGFL8
ENST00000466239.5	EGFL8
ENST00000482938.1	EGFL8
ENST00000489721.1	EGFL8
ENST00000395496.5	AGPAT1
ENST00000375107.8	AGPAT1
ENST00000395499.5	AGPAT1
ENST00000375104.6	AGPAT1
ENST00000490711.5	AGPAT1
ENST00000395497.5	AGPAT1
ENST00000336984.6	AGPAT1
ENST00000617181.1	MIR6721
ENST00000476663.1	AGPAT1
ENST00000375094.4	RNF5
ENST00000487940.1	RNF5
ENST00000620680.1	MIR6833
ENST00000469940.5	AGER
ENST00000473619.5	AGER
ENST00000488669.5	AGER
ENST00000375067.7	AGER
ENST00000375055.6	AGER
ENST00000484849.5	AGER
ENST00000375069.7	AGER
ENST00000375070.7	AGER
ENST00000438221.6	AGER
ENST00000620802.4	AGER
ENST00000375076.9	AGER
ENST00000375065.6	AGER
ENST00000450110.5	AGER
ENST00000375056.6	AGER
ENST00000538695.2	AGER
ENST00000559458.2	AL662884.1
ENST00000375050.6	PBX2
ENST00000495300.1	PBX2
ENST00000478678.5	PBX2
ENST00000496171.1	PBX2
ENST00000480254.1	PBX2
ENST00000375040.8	GPSM3
ENST00000487761.5	GPSM3
ENST00000472768.5	GPSM3
ENST00000375043.3	GPSM3
ENST00000619085.1	GPSM3
ENST00000491215.1	NOTCH4
ENST00000474612.1	NOTCH4
ENST00000375023.3	NOTCH4
ENST00000465528.1	NOTCH4
ENST00000473562.1	NOTCH4
ENST00000646628.1	TSBP1-AS1
ENST00000645563.1	TSBP1-AS1
ENST00000653922.1	TSBP1-AS1
ENST00000611838.1	TSBP1-AS1
ENST00000653523.1	TSBP1-AS1
ENST00000653107.1	TSBP1-AS1
ENST00000646176.1	TSBP1-AS1
ENST00000645134.1	TSBP1-AS1
ENST00000647036.1	TSBP1-AS1
ENST00000645167.1	TSBP1-AS1
ENST00000425033.1	TSBP1-AS1
ENST00000646550.1	TSBP1-AS1
ENST00000642577.1	TSBP1-AS1
ENST00000442822.6	TSBP1
ENST00000447241.6	TSBP1
ENST00000375015.8	TSBP1
ENST00000533191.5	TSBP1
ENST00000612031.4	TSBP1
ENST00000527965.5	TSBP1
ENST00000375007.8	TSBP1
ENST00000617061.4	TSBP1
ENST00000432375.1	HNRNPA1P2
ENST00000532023.5	TSBP1
ENST00000534588.1	TSBP1
ENST00000411403.1	RNU6-603P
ENST00000644884.1	TSBP1-AS1
ENST00000426643.1	TSBP1-AS1
ENST00000454136.7	BTNL2
ENST00000374993.4	BTNL2
ENST00000465865.5	BTNL2
ENST00000544175.2	BTNL2
ENST00000446536.2	BTNL2
ENST00000374982.5	HLA-DRA
ENST00000395388.7	HLA-DRA
ENST00000449413.1	HLA-DRB9
ENST00000374975.4	HLA-DRB5
ENST00000516107.1	RNU1-61P
ENST00000411500.5	HLA-DRB6
ENST00000437183.5	HLA-DRB6
ENST00000437650.2	HLA-DRB6
ENST00000360004.5	HLA-DRB1
ENST00000422863.1	HLA-DQA1
ENST00000395363.5	HLA-DQA1
ENST00000496318.5	HLA-DQA1
ENST00000343139.11	HLA-DQA1
ENST00000374949.2	HLA-DQA1
ENST00000482745.5	HLA-DQA1
ENST00000460633.1	HLA-DQA1
ENST00000487676.1	HLA-DQB1
ENST00000399082.7	HLA-DQB1
ENST00000399079.7	HLA-DQB1
ENST00000374943.8	HLA-DQB1
ENST00000434651.6	HLA-DQB1
ENST00000399084.5	HLA-DQB1
ENST00000419852.1	HLA-DQB1-AS1
ENST00000460185.1	HLA-DQB1
ENST00000443574.1	HLA-DQB1
ENST00000484729.2	HLA-DQB1
ENST00000422088.1	MTCO3P1
ENST00000448198.2	AL662789.1
ENST00000585372.2	AL662789.1
ENST00000621553.1	AL662789.1
ENST00000458375.1	AL662789.1
ENST00000425319.1	HLA-DQB3
ENST00000374940.4	HLA-DQA2
ENST00000581098.1	MIR3135B
ENST00000411527.5	HLA-DQB2
ENST00000435145.6	HLA-DQB2
ENST00000437316.7	HLA-DQB2
ENST00000427449.1	HLA-DQB2
ENST00000488325.5	HLA-DOB
ENST00000438763.7	HLA-DOB
ENST00000648009.1	HLA-DOB
ENST00000475235.1	HLA-DOB
ENST00000452392.2	AL669918.1
ENST00000447394.1	HLA-DOB
ENST00000652259.1	TAP2
ENST00000620123.4	TAP2
ENST00000374897.4	TAP2
ENST00000464100.1	TAP2
ENST00000485701.1	TAP2
ENST00000490613.1	PSMB8
ENST00000395339.7	PSMB8
ENST00000374882.8	PSMB8
ENST00000374881.3	PSMB8
ENST00000650411.1	PSMB8
ENST00000484003.1	PSMB8
ENST00000650793.1	PSMB8
ENST00000429600.2	PSMB8-AS1
ENST00000453426.2	PSMB8-AS1
ENST00000415067.2	PSMB8-AS1
ENST00000458296.2	PSMB8-AS1
ENST00000666376.1	PSMB8-AS1
ENST00000413039.6	PSMB8-AS1
ENST00000412095.1	PSMB8-AS1
ENST00000395330.5	PSMB9
ENST00000414474.5	PSMB9
ENST00000486332.1	TAP1
ENST00000354258.4	TAP1
ENST00000643049.1	TAP1
ENST00000645078.1	TAP1
ENST00000643923.1	TAP1
ENST00000487296.1	TAP1
ENST00000464863.1	PSMB9
ENST00000374859.3	PSMB9
ENST00000467593.1	PSMB9
ENST00000420261.1	PPP1R2P1
ENST00000429032.1	PPP1R2P1
ENST00000434920.1	HLA-Z
ENST00000487996.5	HLA-DMB
ENST00000477537.1	HLA-DMB
ENST00000438510.5	HLA-DMB
ENST00000414017.5	HLA-DMB
ENST00000498020.1	HLA-DMB
ENST00000418107.3	HLA-DMB
ENST00000429234.1	AL645941.2
ENST00000480785.5	HLA-DMA
ENST00000395305.7	HLA-DMA
ENST00000395303.7	HLA-DMA
ENST00000477541.1	HLA-DMA
ENST00000374843.9	HLA-DMA
ENST00000464392.1	HLA-DMA
ENST00000456800.1	HLA-DMA
ENST00000422832.1	HLA-DMA
ENST00000475627.1	HLA-DMA
ENST00000374825.9	BRD2
ENST00000678778.1	BRD2
ENST00000679179.1	BRD2
ENST00000469132.2	BRD2
ENST00000496118.2	BRD2
ENST00000449085.4	BRD2
ENST00000677331.1	BRD2
ENST00000456339.5	BRD2
ENST00000678250.1	BRD2
ENST00000415875.2	AL645941.1
ENST00000580234.1	BRD2
ENST00000677085.1	BRD2
ENST00000584808.1	BRD2
ENST00000374831.8	BRD2
ENST00000581002.1	BRD2
ENST00000495733.5	BRD2
ENST00000482914.5	BRD2
ENST00000464592.6	BRD2
ENST00000679099.1	BRD2
ENST00000580587.1	AL645941.3
ENST00000607833.5	BRD2
ENST00000395287.5	BRD2
ENST00000449025.5	BRD2
ENST00000463639.2	BRD2
ENST00000606059.1	BRD2
ENST00000481259.1	BRD2
ENST00000482838.1	BRD2
ENST00000229829.7	HLA-DOA
ENST00000490305.5	HLA-DOA
ENST00000485901.1	HLA-DOA
ENST00000495532.1	HLA-DOA
ENST00000374813.1	HLA-DOA
ENST00000467465.1	HLA-DOA
ENST00000419277.5	HLA-DPA1
ENST00000479107.1	HLA-DPA1
ENST00000437811.1	HLA-DPA1
ENST00000453337.1	HLA-DPA1
ENST00000476642.5	HLA-DPA1
ENST00000463066.1	HLA-DPA1
ENST00000417724.1	HLA-DPA1
ENST00000418931.7	HLA-DPB1
ENST00000469120.1	HLA-DPB1
ENST00000439737.1	RPL32P1
ENST00000471184.5	HLA-DPB1
ENST00000488575.1	HLA-DPB1
ENST00000498038.1	HLA-DPB1
ENST00000428835.5	HLA-DPB1
ENST00000416804.1	HLA-DPB1
ENST00000478189.1	HLA-DPB1
ENST00000433582.1	HLA-DPA2
ENST00000441798.1	COL11A2P1
ENST00000435074.5	HLA-DPB2
ENST00000470997.1	HLA-DPB2
ENST00000454398.1	HLA-DPA3
ENST00000414398.1	HCG24
ENST00000374708.8	COL11A2
ENST00000361917.5	COL11A2
ENST00000341947.7	COL11A2
ENST00000477772.1	COL11A2
ENST00000395194.1	COL11A2
ENST00000374685.8	RXRB
ENST00000374680.4	RXRB
ENST00000483281.5	RXRB
ENST00000483821.1	RXRB
ENST00000481441.1	RXRB
ENST00000365571.2	RNY4P10
ENST00000444757.5	SLC39A7
ENST00000374675.7	SLC39A7
ENST00000374677.8	SLC39A7
ENST00000463972.1	SLC39A7
ENST00000374662.4	HSD17B8
ENST00000469186.1	HSD17B8
ENST00000362166.1	MIR219A1
ENST00000374656.5	RING1
ENST00000478431.1	RING1
ENST00000417480.1	ZNF70P1
ENST00000432008.1	HTATSF1P1
ENST00000606432.1	AL645940.1
ENST00000666260.1	HCG25
ENST00000669650.1	HCG25
ENST00000450514.5	HCG25
ENST00000422366.5	HCG25
ENST00000427196.1	HCG25
ENST00000658980.1	HCG25
ENST00000662241.1	HCG25
ENST00000482399.5	VPS52
ENST00000478934.5	VPS52
ENST00000445902.3	VPS52
ENST00000442228.1	HCG25
ENST00000495981.5	VPS52
ENST00000493674.5	VPS52
ENST00000471309.1	VPS52
ENST00000461743.1	VPS52
ENST00000493379.1	VPS52
ENST00000495755.1	VPS52
ENST00000463486.5	VPS52
ENST00000464425.1	VPS52
ENST00000474973.5	RPS18
ENST00000439602.7	RPS18
ENST00000474626.5	RPS18
ENST00000476222.5	RPS18
ENST00000496813.5	RPS18
ENST00000490191.5	RPS18
ENST00000472218.1	RPS18
ENST00000479802.1	RPS18
ENST00000451237.3	B3GALT4
ENST00000606990.1	B3GALT4
ENST00000473611.5	WDR46
ENST00000461951.5	WDR46
ENST00000374617.9	WDR46
ENST00000489905.1	WDR46
ENST00000444176.1	WDR46
ENST00000622788.1	MIR6873
ENST00000488944.5	WDR46
ENST00000477718.5	WDR46
ENST00000468157.5	WDR46
ENST00000481025.1	WDR46
ENST00000395131.5	PFDN6
ENST00000395134.3	PFDN6
ENST00000374610.6	PFDN6
ENST00000374607.5	PFDN6
ENST00000374606.10	PFDN6
ENST00000491382.1	PFDN6
ENST00000463584.1	PFDN6
ENST00000622807.1	MIR6834
ENST00000491168.5	RGL2
ENST00000483151.5	RGL2
ENST00000437840.6	RGL2
ENST00000497454.6	RGL2
ENST00000471319.1	RGL2
ENST00000476616.1	RGL2
ENST00000478610.5	RGL2
ENST00000494550.5	RGL2
ENST00000485077.5	RGL2
ENST00000460988.1	RGL2
ENST00000425946.1	RGL2
ENST00000434618.7	TAPBP
ENST00000475304.5	TAPBP
ENST00000489157.5	TAPBP
ENST00000426633.6	TAPBP
ENST00000480730.5	TAPBP
ENST00000437116.2	TAPBP
ENST00000456592.3	TAPBP
ENST00000467025.1	TAPBP
ENST00000476333.1	TAPBP
ENST00000418724.1	ZBTB22
ENST00000431845.3	ZBTB22
ENST00000441117.1	ZBTB22
ENST00000374542.10	DAXX
ENST00000266000.10	DAXX
ENST00000414083.6	DAXX
ENST00000620164.4	DAXX
ENST00000468536.5	DAXX
ENST00000477162.1	DAXX
ENST00000490173.1	DAXX
ENST00000477370.1	DAXX
ENST00000446403.1	DAXX
ENST00000453407.7	SMIM40
ENST00000498030.1	DAXX
ENST00000446511.1	DAXX
ENST00000494082.3	SMIM40
ENST00000431574.1	MYL8P
ENST00000447689.1	LYPLA2P1
ENST00000412007.1	RPL35AP4
ENST00000428849.7	KIFC1
ENST00000450504.1	KIFC1
ENST00000374520.1	RPL12P1
ENST00000486695.1	KIFC1
ENST00000494554.2	KIFC1
ENST00000427004.5	PHF1
ENST00000487667.5	PHF1
ENST00000428274.5	PHF1
ENST00000459809.5	PHF1
ENST00000374512.7	PHF1
ENST00000374516.8	PHF1
ENST00000495509.6	PHF1
ENST00000488767.1	PHF1
ENST00000486845.1	PHF1
ENST00000427826.1	PHF1
ENST00000479029.1	PHF1
ENST00000462802.5	CUTA
ENST00000488034.6	CUTA
ENST00000374500.10	CUTA
ENST00000479249.5	CUTA
ENST00000607266.5	CUTA
ENST00000494751.5	CUTA
ENST00000488478.5	CUTA
ENST00000482684.5	CUTA
ENST00000374484.8	CUTA
ENST00000465956.1	CUTA
ENST00000440279.7	CUTA
ENST00000487637.1	CUTA
ENST00000374496.3	CUTA
ENST00000492510.1	CUTA
ENST00000637194.1	SYNGAP1
ENST00000638142.2	SYNGAP1
ENST00000646630.1	SYNGAP1
ENST00000479510.2	SYNGAP1
ENST00000629380.3	SYNGAP1
ENST00000644458.1	SYNGAP1
ENST00000449372.7	SYNGAP1
ENST00000628646.2	SYNGAP1
ENST00000418600.7	SYNGAP1
ENST00000293748.9	SYNGAP1
ENST00000636116.1	SYNGAP1
ENST00000637911.1	SYNGAP1
ENST00000637490.1	SYNGAP1
ENST00000636075.1	SYNGAP1
ENST00000637587.1	SYNGAP1
ENST00000637052.1	SYNGAP1
ENST00000635885.1	SYNGAP1
ENST00000636443.1	SYNGAP1
ENST00000636731.1	SYNGAP1
ENST00000638127.1	SYNGAP1
ENST00000637721.1	SYNGAP1
ENST00000636905.1	SYNGAP1
ENST00000428982.4	SYNGAP1
ENST00000645250.1	SYNGAP1
ENST00000630418.1	SYNGAP1-AS1
ENST00000579078.1	MIR5004
ENST00000636193.1	SYNGAP1
ENST00000636640.1	SYNGAP1
ENST00000637671.1	SYNGAP1
ENST00000636436.1	SYNGAP1
ENST00000470232.1	SYNGAP1
ENST00000636146.1	SYNGAP1
ENST00000612775.1	ZBTB9
ENST00000614205.1	SYNGAP1-AS1
ENST00000621915.1	ZBTB9
ENST00000395064.3	ZBTB9
ENST00000612407.1	ZBTB9
ENST00000612409.1	GGNBP1
ENST00000460792.3	RN7SL26P
ENST00000619776.1	Metazoa_SRP
ENST00000360661.9	BAK1
ENST00000442998.6	BAK1
ENST00000374467.4	BAK1
ENST00000613113.4	GGNBP1
ENST00000374458.5	GGNBP1
ENST00000618642.4	GGNBP1
ENST00000616119.4	GGNBP1
ENST00000610663.1	GGNBP1
ENST00000477984.1	LINC00336
ENST00000374316.9	ITPR3
ENST00000605930.3	ITPR3
ENST00000606961.1	UQCC2
ENST00000374231.8	UQCC2
ENST00000607484.6	UQCC2
ENST00000374214.3	UQCC2
ENST00000579806.1	MIR3934
ENST00000293756.5	IP6K3
ENST00000451316.6	IP6K3
ENST00000634274.1	IP6K3
ENST00000506578.5	LEMD2
ENST00000293760.10	LEMD2
ENST00000511171.5	LEMD2
ENST00000614475.4	LEMD2
ENST00000421671.6	LEMD2
ENST00000508327.5	LEMD2
ENST00000510598.5	LEMD2
ENST00000504692.1	LEMD2
ENST00000502643.5	LEMD2
ENST00000513832.5	LEMD2
ENST00000442696.6	LEMD2
ENST00000512368.5	LEMD2
ENST00000513701.1	LEMD2
ENST00000514636.1	LEMD2
ENST00000430124.7	MLN
ENST00000266003.9	MLN
ENST00000507738.1	MLN
ENST00000664739.1	AL138889.3
ENST00000525912.1	LINC01016
ENST00000656906.1	LINC01016
ENST00000661137.1	LINC01016
ENST00000603883.1	AL138889.2
ENST00000671143.1	LINC01016
ENST00000506222.6	LINC01016
ENST00000659818.1	LINC01016
ENST00000666355.1	AL138889.1
ENST00000655885.1	LINC01016
ENST00000656180.1	LINC01016
ENST00000531046.1	LINC01016
ENST00000666060.1	LINC01016
ENST00000533304.2	LINC01016
ENST00000525746.1	LINC01016
ENST00000669489.1	AL138889.1
ENST00000660038.1	AL138889.1
ENST00000665879.1	AL138889.1
ENST00000662210.1	AL138889.1
ENST00000661015.1	AL138889.1
ENST00000663283.1	AL138889.1
ENST00000526556.1	AL138889.1
ENST00000668149.1	AL138889.1
ENST00000659918.1	AL138889.1
ENST00000669531.1	AL138889.1
ENST00000620587.1	MIR7159
ENST00000451317.2	AL138889.1
ENST00000655159.1	AL138889.1
ENST00000667529.1	AL138889.1
ENST00000660621.1	AL138889.1
ENST00000663558.1	AL138889.1
ENST00000530000.1	AL138889.1
ENST00000408770.1	MIR1275
ENST00000538487.7	GRM4
ENST00000535756.5	GRM4
ENST00000374181.8	GRM4
ENST00000374177.7	GRM4
ENST00000545715.5	GRM4
ENST00000609222.5	GRM4
ENST00000609860.5	GRM4
ENST00000544773.6	GRM4
ENST00000455714.6	GRM4
ENST00000609278.1	GRM4
ENST00000609443.1	GRM4
ENST00000609915.1	GRM4
ENST00000609973.1	GRM4
ENST00000607916.1	GRM4
ENST00000604826.1	KRT18P9
ENST00000399027.3	CYCSP55
ENST00000674029.1	HMGA1
ENST00000447654.5	HMGA1
ENST00000311487.9	HMGA1
ENST00000347617.10	HMGA1
ENST00000401473.7	HMGA1
ENST00000478214.1	HMGA1
ENST00000374116.3	HMGA1
ENST00000621552.1	MIR6835
ENST00000636500.1	SMIM29
ENST00000481533.5	SMIM29
ENST00000476320.6	SMIM29
ENST00000413013.6	SMIM29
ENST00000394990.8	SMIM29
ENST00000637920.1	SMIM29
ENST00000463083.1	SMIM29
ENST00000468145.1	SMIM29
ENST00000495581.1	SMIM29
ENST00000586726.3	AL354740.1
ENST00000659015.1	AL354740.1
ENST00000593917.2	AL354740.1
ENST00000402419.1	RPL35P2
ENST00000607016.2	NUDT3
ENST00000429998.3	AL354740.1
ENST00000586413.1	AL354740.1
ENST00000639725.1	RPS10-NUDT3
ENST00000639877.1	RPS10-NUDT3
ENST00000605528.2	RPS10-NUDT3
ENST00000464218.5	RPS10
ENST00000467531.5	RPS10
ENST00000621356.3	RPS10
ENST00000344700.8	RPS10
ENST00000644700.1	RPS10
ENST00000648437.1	RPS10
ENST00000644393.1	RPS10
ENST00000494077.6	RPS10-NUDT3
ENST00000480942.1	RPS10
ENST00000620693.4	PACSIN1
ENST00000244458.7	PACSIN1
ENST00000374043.6	PACSIN1
ENST00000493633.5	PACSIN1
ENST00000538621.2	PACSIN1
ENST00000486120.5	PACSIN1
ENST00000487760.1	PACSIN1
ENST00000374037.8	SPDEF
ENST00000544425.2	SPDEF
ENST00000339867.4	IFITM3P3
ENST00000374023.8	ILRUN
ENST00000374026.7	ILRUN
ENST00000374021.1	ILRUN
ENST00000404151.1	RPL7P25
ENST00000585129.2	RN7SL200P
ENST00000404133.1	AL031577.1
ENST00000606971.5	AL451165.2
ENST00000667026.1	AL451165.2
ENST00000606496.1	AL451165.2
ENST00000334441.4	AL451165.1
ENST00000408001.1	AL139100.1
ENST00000244520.10	SNRPC
ENST00000374018.5	SNRPC
ENST00000374017.3	SNRPC
ENST00000474635.1	SNRPC
ENST00000452449.6	UHRF1BP1
ENST00000192788.6	UHRF1BP1
ENST00000383990.1	Y_RNA
ENST00000516297.2	RNY3P15
ENST00000650109.1	TAF11
ENST00000361288.9	TAF11
ENST00000420584.3	TAF11
ENST00000360359.5	ANKS1A
ENST00000649117.1	ANKS1A
ENST00000650178.1	ANKS1A
ENST00000339579.5	HSPE1P11
ENST00000660796.1	AL591002.1
ENST00000470698.1	ANKS1A
ENST00000616756.1	AL138721.1
ENST00000412155.6	TCP11
ENST00000373979.6	TCP11
ENST00000502480.5	TCP11
ENST00000504758.6	TCP11
ENST00000505911.6	TCP11
ENST00000455706.7	TCP11
ENST00000444780.7	TCP11
ENST00000311875.11	TCP11
ENST00000244645.7	TCP11
ENST00000611141.4	TCP11
ENST00000673754.1	TCP11
ENST00000373974.8	TCP11
ENST00000512012.5	TCP11
ENST00000418521.6	TCP11
ENST00000427376.7	TCP11
ENST00000486638.1	TCP11
ENST00000469514.6	TCP11
ENST00000492680.6	TCP11
ENST00000507706.5	TCP11
ENST00000479418.7	TCP11
ENST00000505400.5	TCP11
ENST00000509988.6	TCP11
ENST00000505335.2	TCP11
ENST00000445851.6	TCP11
ENST00000510465.5	TCP11
ENST00000394696.8	TCP11
ENST00000503908.6	TCP11
ENST00000503195.5	TCP11
ENST00000514751.2	TCP11
ENST00000274938.8	SCUBE3
ENST00000605896.1	Z97832.2
ENST00000491400.5	ZNF76
ENST00000229405.8	ZNF76
ENST00000469195.5	ZNF76
ENST00000486891.5	ZNF76
ENST00000484932.5	ZNF76
ENST00000460229.1	ZNF76
ENST00000373953.8	ZNF76
ENST00000339411.5	ZNF76
